Geneid	Chr	Start	End	Strand	Length	0
CDR20291_RS16695	NC_013316.1	3700132	3700605	-	474	0
CDR20291_RS19340	NC_013316.1	3700632	3701099	-	468	0
CDR20291_RS19345	NC_013316.1	3701114	3701872	-	759	0
CDR20291_RS16710	NC_013316.1	3701952	3702677	-	726	0
CDR20291_RS16715	NC_013316.1	3702715	3702999	-	285	0
CDR20291_RS16720	NC_013316.1	3703080	3704960	-	1881	0
CDR20291_RS16725	NC_013316.1	3705389	3707149	-	1761	0
CDR20291_RS16735	NC_013316.1	3707950	3709263	-	1314	0
CDR20291_RS16740	NC_013316.1	3709652	3710416	-	765	0
CDR20291_RS16745	NC_013316.1	3710707	3710910	+	204	0
CDR20291_RS16750	NC_013316.1	3711100	3711636	+	537	0
CDR20291_RS16755	NC_013316.1	3711640	3712506	-	867	0
CDR20291_RS16760	NC_013316.1	3712654	3712899	+	246	0
CDR20291_RS16765	NC_013316.1	3713013	3714311	-	1299	0
CDR20291_RS16770	NC_013316.1	3714444	3715457	-	1014	0
CDR20291_RS16775	NC_013316.1	3716521	3717231	-	711	0
CDR20291_RS16780	NC_013316.1	3717656	3720322	-	2667	0
CDR20291_RS16785	NC_013316.1	3720961	3721788	-	828	0
CDR20291_RS16790	NC_013316.1	3721836	3723272	-	1437	0
CDR20291_RS16795	NC_013316.1	3723359	3724228	-	870	0
CDR20291_RS16800	NC_013316.1	3724386	3725039	-	654	0
CDR20291_RS16805	NC_013316.1	3725067	3725831	-	765	0
CDR20291_RS16810	NC_013316.1	3725850	3726674	-	825	0
CDR20291_RS16815	NC_013316.1	3726676	3727593	-	918	0
CDR20291_RS16820	NC_013316.1	3727975	3729210	-	1236	0
CDR20291_RS16825	NC_013316.1	3729211	3730098	-	888	0
CDR20291_RS16830	NC_013316.1	3730243	3731358	-	1116	0
CDR20291_RS16835	NC_013316.1	3731394	3732092	-	699	0
CDR20291_RS16840	NC_013316.1	3732474	3733154	-	681	0
CDR20291_RS16845	NC_013316.1	3733204	3735219	-	2016	0
CDR20291_RS16850	NC_013316.1	3735291	3735968	-	678	0
CDR20291_RS16855	NC_013316.1	3736864	3737706	-	843	0
CDR20291_RS16860	NC_013316.1	3737958	3739742	-	1785	0
CDR20291_RS16865	NC_013316.1	3739808	3740473	-	666	0
CDR20291_RS16870	NC_013316.1	3740624	3740785	-	162	0
CDR20291_RS16875	NC_013316.1	3740863	3741372	-	510	0
CDR20291_RS16880	NC_013316.1	3741578	3741796	+	219	0
CDR20291_RS16885	NC_013316.1	3741814	3743760	+	1947	0
CDR20291_RS16890	NC_013316.1	3743920	3744975	-	1056	0
CDR20291_RS16895	NC_013316.1	3745023	3745823	-	801	0
CDR20291_RS16900	NC_013316.1	3745816	3746607	-	792	0
CDR20291_RS16905	NC_013316.1	3746647	3747069	-	423	0
CDR20291_RS16910	NC_013316.1	3747085	3747564	-	480	0
CDR20291_RS16915	NC_013316.1	3747696	3750452	-	2757	0
CDR20291_RS16920	NC_013316.1	3751050	3751853	-	804	0
CDR20291_RS16925	NC_013316.1	3752178	3754547	-	2370	1
CDR20291_RS16930	NC_013316.1	3754552	3755460	-	909	1
CDR20291_RS16935	NC_013316.1	3755805	3756884	-	1080	0
CDR20291_RS16940	NC_013316.1	3757040	3758389	-	1350	2
CDR20291_RS16945	NC_013316.1	3758654	3760282	-	1629	0
CDR20291_RS16950	NC_013316.1	3760406	3762010	-	1605	0
CDR20291_RS16955	NC_013316.1	3762058	3762375	-	318	0
CDR20291_RS16960	NC_013316.1	3762380	3762745	-	366	0
CDR20291_RS16965	NC_013316.1	3762826	3763863	-	1038	0
CDR20291_RS16970	NC_013316.1	3764116	3764700	-	585	0
CDR20291_RS16975	NC_013316.1	3764715	3765152	-	438	0
CDR20291_RS16980	NC_013316.1	3765159	3766031	-	873	0
CDR20291_RS16985	NC_013316.1	3766084	3766443	-	360	0
CDR20291_RS16990	NC_013316.1	3766497	3767582	-	1086	0
CDR20291_RS16995	NC_013316.1	3767753	3769132	-	1380	0
CDR20291_RS17000	NC_013316.1	3769125	3769805	-	681	0
CDR20291_RS17005	NC_013316.1	3770197	3771276	-	1080	0
CDR20291_RS17010	NC_013316.1	3771854	3773224	+	1371	0
CDR20291_RS17015	NC_013316.1	3773489	3774100	-	612	0
CDR20291_RS17020	NC_013316.1	3774090	3776453	-	2364	0
CDR20291_RS17025	NC_013316.1	3776633	3777145	+	513	1
CDR20291_RS17030	NC_013316.1	3777133	3777660	+	528	1
CDR20291_RS17035	NC_013316.1	3777731	3778981	-	1251	0
CDR20291_RS17040	NC_013316.1	3779000	3779584	-	585	0
CDR20291_RS17045	NC_013316.1	3779733	3781019	-	1287	0
CDR20291_RS17050	NC_013316.1	3781213	3781683	-	471	0
CDR20291_RS17055	NC_013316.1	3781683	3783032	-	1350	0
CDR20291_RS17060	NC_013316.1	3783192	3785216	-	2025	0
CDR20291_RS17065	NC_013316.1	3785402	3786340	-	939	0
CDR20291_RS17070	NC_013316.1	3786442	3786864	-	423	0
CDR20291_RS17075	NC_013316.1	3787052	3788335	+	1284	0
CDR20291_RS17080	NC_013316.1	3788413	3788928	-	516	0
CDR20291_RS17085	NC_013316.1	3788928	3790304	-	1377	0
CDR20291_RS17090	NC_013316.1	3790329	3790880	-	552	0
CDR20291_RS17095	NC_013316.1	3790938	3791111	-	174	0
CDR20291_RS17100	NC_013316.1	3791122	3791955	-	834	0
CDR20291_RS17105	NC_013316.1	3792004	3794148	-	2145	0
CDR20291_RS17110	NC_013316.1	3794399	3795457	-	1059	0
CDR20291_RS17115	NC_013316.1	3795668	3796327	-	660	0
CDR20291_RS17120	NC_013316.1	3796638	3797267	+	630	0
CDR20291_RS17125	NC_013316.1	3797491	3798168	+	678	0
CDR20291_RS17130	NC_013316.1	3798264	3799052	-	789	0
CDR20291_RS17135	NC_013316.1	3799053	3799925	-	873	0
CDR20291_RS17140	NC_013316.1	3799940	3801649	-	1710	0
CDR20291_RS17145	NC_013316.1	3801795	3802376	-	582	0
CDR20291_RS17150	NC_013316.1	3802435	3802575	-	141	0
CDR20291_RS17155	NC_013316.1	3802587	3803903	-	1317	0
CDR20291_RS17160	NC_013316.1	3803897	3804607	-	711	0
CDR20291_RS17165	NC_013316.1	3805045	3805620	-	576	0
CDR20291_RS17170	NC_013316.1	3805913	3806191	-	279	0
CDR20291_RS17175	NC_013316.1	3806500	3807261	-	762	0
CDR20291_RS17180	NC_013316.1	3807430	3809478	-	2049	0
CDR20291_RS17185	NC_013316.1	3809545	3810621	-	1077	0
CDR20291_RS17190	NC_013316.1	3810943	3811527	-	585	0
CDR20291_RS17195	NC_013316.1	3811524	3812006	-	483	0
CDR20291_RS17200	NC_013316.1	3812205	3813620	-	1416	0
CDR20291_RS17205	NC_013316.1	3813735	3814403	+	669	0
CDR20291_RS17210	NC_013316.1	3814579	3815097	-	519	0
CDR20291_RS17215	NC_013316.1	3815249	3815572	+	324	0
CDR20291_RS17220	NC_013316.1	3815577	3816161	-	585	0
CDR20291_RS19445	NC_013316.1	3816210	3816476	-	267	0
CDR20291_RS17230	NC_013316.1	3817548	3819086	+	1539	0
CDR20291_RS17235	NC_013316.1	3819358	3820188	-	831	0
CDR20291_RS17240	NC_013316.1	3820526	3821905	-	1380	0
CDR20291_RS17245	NC_013316.1	3822190	3822984	-	795	0
CDR20291_RS17250	NC_013316.1	3822981	3823835	-	855	0
CDR20291_RS17255	NC_013316.1	3823822	3824817	-	996	2
CDR20291_RS17260	NC_013316.1	3825520	3826476	+	957	0
CDR20291_RS17265	NC_013316.1	3826877	3827425	-	549	0
CDR20291_RS17270	NC_013316.1	3827527	3828225	-	699	0
CDR20291_RS17275	NC_013316.1	3828761	3829828	-	1068	0
CDR20291_RS17280	NC_013316.1	3829825	3830226	-	402	0
CDR20291_RS17285	NC_013316.1	3831172	3831348	+	177	0
CDR20291_RS17290	NC_013316.1	3831758	3832396	+	639	0
CDR20291_RS17295	NC_013316.1	3832874	3834232	-	1359	0
CDR20291_RS17300	NC_013316.1	3834407	3836167	-	1761	0
CDR20291_RS17305	NC_013316.1	3836219	3837178	-	960	0
CDR20291_RS17310	NC_013316.1	3837387	3840956	-	3570	0
CDR20291_RS17315	NC_013316.1	3841113	3842060	-	948	0
CDR20291_RS17320	NC_013316.1	3842077	3842502	-	426	0
CDR20291_RS17325	NC_013316.1	3842571	3843677	-	1107	0
CDR20291_RS17330	NC_013316.1	3843689	3844546	-	858	0
CDR20291_RS17335	NC_013316.1	3844577	3845290	-	714	0
CDR20291_RS17340	NC_013316.1	3845294	3846208	-	915	0
CDR20291_RS17345	NC_013316.1	3846481	3847251	-	771	0
CDR20291_RS17350	NC_013316.1	3847569	3849050	+	1482	0
CDR20291_RS17355	NC_013316.1	3849368	3849865	+	498	0
CDR20291_RS17360	NC_013316.1	3849882	3851768	+	1887	0
CDR20291_RS17365	NC_013316.1	3851791	3853572	+	1782	0
CDR20291_RS17370	NC_013316.1	3853712	3855508	-	1797	0
CDR20291_RS17375	NC_013316.1	3855722	3856651	-	930	0
CDR20291_RS17380	NC_013316.1	3856651	3858468	-	1818	0
CDR20291_RS17385	NC_013316.1	3858727	3861552	-	2826	0
CDR20291_RS17390	NC_013316.1	3861571	3863541	-	1971	0
CDR20291_RS17395	NC_013316.1	3863728	3864990	-	1263	0
CDR20291_RS17400	NC_013316.1	3865053	3866357	-	1305	0
CDR20291_RS17405	NC_013316.1	3866388	3867248	-	861	0
CDR20291_RS17410	NC_013316.1	3867292	3868161	-	870	0
CDR20291_RS17415	NC_013316.1	3868145	3869215	-	1071	0
CDR20291_RS17420	NC_013316.1	3869670	3869786	-	117	0
CDR20291_RS17425	NC_013316.1	3869914	3872811	-	2898	3
CDR20291_RS17430	NC_013316.1	3873097	3874599	-	1503	0
CDR20291_RS17435	NC_013316.1	3874793	3875371	-	579	0
CDR20291_RS17440	NC_013316.1	3875524	3876489	-	966	0
CDR20291_RS17445	NC_013316.1	3876506	3878005	-	1500	0
CDR20291_RS17450	NC_013316.1	3877995	3878900	-	906	0
CDR20291_RS17455	NC_013316.1	3878930	3880408	-	1479	0
CDR20291_RS17460	NC_013316.1	3880427	3881179	-	753	0
CDR20291_RS17465	NC_013316.1	3881176	3881901	-	726	0
CDR20291_RS17470	NC_013316.1	3881898	3883019	-	1122	0
CDR20291_RS17475	NC_013316.1	3883003	3883755	-	753	0
CDR20291_RS17480	NC_013316.1	3883748	3884323	-	576	0
CDR20291_RS17485	NC_013316.1	3884313	3884921	-	609	0
CDR20291_RS17490	NC_013316.1	3884918	3886144	-	1227	0
CDR20291_RS17495	NC_013316.1	3886153	3886785	-	633	0
CDR20291_RS17500	NC_013316.1	3886773	3887660	-	888	0
CDR20291_RS17505	NC_013316.1	3887662	3888732	-	1071	0
CDR20291_RS17510	NC_013316.1	3888764	3889735	-	972	0
CDR20291_RS17515	NC_013316.1	3889736	3891112	-	1377	0
CDR20291_RS17520	NC_013316.1	3891151	3892665	-	1515	0
CDR20291_RS17525	NC_013316.1	3893026	3893640	-	615	0
CDR20291_RS17530	NC_013316.1	3893660	3894433	-	774	0
CDR20291_RS17535	NC_013316.1	3894443	3895003	-	561	0
CDR20291_RS17540	NC_013316.1	3895035	3896081	-	1047	0
CDR20291_RS17545	NC_013316.1	3896301	3896492	+	192	0
CDR20291_RS17550	NC_013316.1	3896886	3897758	+	873	0
CDR20291_RS17555	NC_013316.1	3897955	3899142	-	1188	0
CDR20291_RS17560	NC_013316.1	3899147	3900217	-	1071	0
CDR20291_RS17565	NC_013316.1	3900227	3901549	-	1323	0
CDR20291_RS17570	NC_013316.1	3901581	3901916	-	336	0
CDR20291_RS17575	NC_013316.1	3902013	3902318	-	306	0
CDR20291_RS17580	NC_013316.1	3902333	3903376	-	1044	0
CDR20291_RS17585	NC_013316.1	3903379	3905280	-	1902	0
CDR20291_RS17590	NC_013316.1	3905606	3906457	-	852	0
CDR20291_RS17595	NC_013316.1	3906506	3907669	-	1164	0
CDR20291_RS17600	NC_013316.1	3908137	3909054	+	918	0
CDR20291_RS17605	NC_013316.1	3909183	3910112	-	930	0
CDR20291_RS17610	NC_013316.1	3910381	3911106	+	726	0
CDR20291_RS17615	NC_013316.1	3911189	3912343	+	1155	0
CDR20291_RS17625	NC_013316.1	3914159	3914890	-	732	0
CDR20291_RS17630	NC_013316.1	3915224	3916477	-	1254	0
CDR20291_RS17635	NC_013316.1	3916817	3917953	+	1137	0
CDR20291_RS17640	NC_013316.1	3918286	3918861	+	576	0
CDR20291_RS17645	NC_013316.1	3918872	3919060	+	189	0
CDR20291_RS17650	NC_013316.1	3919255	3919812	+	558	0
CDR20291_RS17655	NC_013316.1	3920112	3920855	+	744	0
CDR20291_RS17660	NC_013316.1	3921051	3921269	+	219	0
CDR20291_RS17665	NC_013316.1	3921309	3921851	+	543	0
CDR20291_RS17680	NC_013316.1	3923680	3924123	-	444	0
CDR20291_RS17685	NC_013316.1	3924341	3924784	-	444	0
CDR20291_RS17690	NC_013316.1	3924806	3925123	-	318	0
CDR20291_RS17695	NC_013316.1	3925313	3926014	-	702	0
CDR20291_RS17700	NC_013316.1	3926007	3926549	-	543	0
CDR20291_RS17705	NC_013316.1	3926789	3926971	-	183	0
CDR20291_RS17710	NC_013316.1	3926999	3927610	-	612	0
CDR20291_RS17715	NC_013316.1	3928087	3929301	-	1215	0
CDR20291_RS17720	NC_013316.1	3929488	3930645	-	1158	0
CDR20291_RS17725	NC_013316.1	3930799	3931368	+	570	0
CDR20291_RS17730	NC_013316.1	3931550	3931966	-	417	0
CDR20291_RS17735	NC_013316.1	3932192	3933286	-	1095	0
CDR20291_RS17740	NC_013316.1	3933709	3934650	-	942	0
CDR20291_RS17745	NC_013316.1	3934643	3935470	-	828	0
CDR20291_RS17750	NC_013316.1	3935641	3936024	-	384	2
CDR20291_RS17755	NC_013316.1	3935993	3936280	-	288	0
CDR20291_RS17760	NC_013316.1	3936313	3937470	-	1158	0
CDR20291_RS17765	NC_013316.1	3937485	3938075	-	591	0
CDR20291_RS17770	NC_013316.1	3938096	3938557	-	462	0
CDR20291_RS17775	NC_013316.1	3938572	3938952	-	381	0
CDR20291_RS17780	NC_013316.1	3939414	3939674	-	261	1
CDR20291_RS17785	NC_013316.1	3939677	3941071	-	1395	5
CDR20291_RS17790	NC_013316.1	3941084	3941962	-	879	0
CDR20291_RS17795	NC_013316.1	3941990	3943492	-	1503	2
CDR20291_RS17800	NC_013316.1	3943509	3944054	-	546	0
CDR20291_RS17805	NC_013316.1	3944051	3944548	-	498	0
CDR20291_RS17810	NC_013316.1	3944671	3944931	-	261	0
CDR20291_RS17815	NC_013316.1	3945000	3945704	-	705	0
CDR20291_RS17820	NC_013316.1	3945707	3946093	-	387	0
CDR20291_RS17825	NC_013316.1	3946098	3946325	-	228	0
CDR20291_RS17830	NC_013316.1	3946510	3946947	-	438	0
CDR20291_RS17835	NC_013316.1	3947173	3947988	-	816	0
CDR20291_RS17840	NC_013316.1	3948288	3948917	-	630	0
CDR20291_RS17845	NC_013316.1	3948953	3949405	-	453	0
CDR20291_RS17850	NC_013316.1	3949422	3949871	-	450	0
CDR20291_RS17855	NC_013316.1	3949888	3950928	-	1041	0
CDR20291_RS17860	NC_013316.1	3950957	3951637	-	681	0
CDR20291_RS17865	NC_013316.1	3951766	3952830	-	1065	0
CDR20291_RS17870	NC_013316.1	3952874	3953722	-	849	0
CDR20291_RS17875	NC_013316.1	3953740	3954633	-	894	0
CDR20291_RS17880	NC_013316.1	3954778	3954978	-	201	0
CDR20291_RS17885	NC_013316.1	3955131	3956735	-	1605	0
CDR20291_RS17890	NC_013316.1	3957235	3958200	-	966	0
CDR20291_RS17895	NC_013316.1	3958314	3960206	-	1893	0
CDR20291_RS17900	NC_013316.1	3960557	3962929	-	2373	0
CDR20291_RS17905	NC_013316.1	3963019	3963939	-	921	0
CDR20291_RS17910	NC_013316.1	3964052	3964336	-	285	0
CDR20291_RS19540	NC_013316.1	3964342	3964875	-	534	0
CDR20291_RS17920	NC_013316.1	3964876	3965130	-	255	0
CDR20291_RS17925	NC_013316.1	3965192	3965434	-	243	0
CDR20291_RS17930	NC_013316.1	3965506	3965784	-	279	2
CDR20291_RS17935	NC_013316.1	3965873	3967321	-	1449	0
CDR20291_RS17940	NC_013316.1	3967428	3969041	-	1614	0
CDR20291_RS17945	NC_013316.1	3969161	3969700	-	540	0
CDR20291_RS17950	NC_013316.1	3969824	3970819	-	996	0
CDR20291_RS17955	NC_013316.1	3970850	3974236	-	3387	0
CDR20291_RS17960	NC_013316.1	3974253	3974813	-	561	0
CDR20291_RS19545	NC_013316.1	3974827	3975477	-	651	0
CDR20291_RS17970	NC_013316.1	3975579	3976361	-	783	0
CDR20291_RS17975	NC_013316.1	3976342	3977424	-	1083	0
CDR20291_RS17980	NC_013316.1	3977524	3979062	-	1539	0
CDR20291_RS17985	NC_013316.1	3979083	3979610	-	528	0
CDR20291_RS17990	NC_013316.1	3979647	3980213	-	567	0
CDR20291_RS17995	NC_013316.1	3980240	3981148	-	909	0
CDR20291_RS18000	NC_013316.1	3981141	3982853	-	1713	0
CDR20291_RS18005	NC_013316.1	3982868	3984076	-	1209	0
CDR20291_RS18010	NC_013316.1	3984088	3985764	-	1677	0
CDR20291_RS18015	NC_013316.1	3985915	3986436	-	522	0
CDR20291_RS18020	NC_013316.1	3987523	3988473	-	951	0
CDR20291_RS18025	NC_013316.1	3988568	3989947	-	1380	0
CDR20291_RS18030	NC_013316.1	3990157	3990435	-	279	0
CDR20291_RS18035	NC_013316.1	3990591	3991469	-	879	0
CDR20291_RS18040	NC_013316.1	3991688	3993040	+	1353	2
CDR20291_RS18045	NC_013316.1	3993096	3993893	-	798	0
CDR20291_RS18050	NC_013316.1	3993963	3994859	-	897	0
CDR20291_RS18055	NC_013316.1	3995045	3996160	-	1116	0
CDR20291_RS18060	NC_013316.1	3996311	3997582	-	1272	0
CDR20291_RS18065	NC_013316.1	3997648	3998517	-	870	0
CDR20291_RS18070	NC_013316.1	3998688	3999218	-	531	0
CDR20291_RS18075	NC_013316.1	3999410	4000477	-	1068	0
CDR20291_RS19550	NC_013316.1	4000641	4000757	-	117	0
CDR20291_RS18085	NC_013316.1	4001243	4002310	-	1068	0
CDR20291_RS18090	NC_013316.1	4002322	4004010	-	1689	0
CDR20291_RS18095	NC_013316.1	4004028	4005023	-	996	0
CDR20291_RS18100	NC_013316.1	4005024	4005860	-	837	0
CDR20291_RS18105	NC_013316.1	4005864	4007033	-	1170	0
CDR20291_RS18110	NC_013316.1	4007034	4007747	-	714	0
CDR20291_RS18115	NC_013316.1	4007788	4008654	-	867	0
CDR20291_RS18120	NC_013316.1	4008647	4009516	-	870	0
CDR20291_RS18125	NC_013316.1	4009536	4010621	-	1086	0
CDR20291_RS18130	NC_013316.1	4010624	4011199	-	576	0
CDR20291_RS18135	NC_013316.1	4011214	4011645	-	432	0
CDR20291_RS18140	NC_013316.1	4011982	4012752	-	771	0
CDR20291_RS18145	NC_013316.1	4012782	4014719	-	1938	0
CDR20291_RS18150	NC_013316.1	4015115	4015636	-	522	0
CDR20291_RS18155	NC_013316.1	4015652	4016236	-	585	0
CDR20291_RS18160	NC_013316.1	4016368	4017798	+	1431	0
CDR20291_RS18165	NC_013316.1	4017835	4018263	+	429	0
CDR20291_RS18170	NC_013316.1	4018451	4019155	-	705	0
CDR20291_RS18175	NC_013316.1	4019178	4020011	-	834	0
CDR20291_RS18180	NC_013316.1	4020012	4020758	-	747	0
CDR20291_RS18185	NC_013316.1	4020836	4021729	-	894	0
CDR20291_RS18190	NC_013316.1	4021726	4022661	-	936	0
CDR20291_RS18195	NC_013316.1	4022664	4023353	-	690	0
CDR20291_RS18200	NC_013316.1	4023484	4024893	-	1410	0
CDR20291_RS18205	NC_013316.1	4025048	4025239	-	192	0
CDR20291_RS18210	NC_013316.1	4025359	4025475	-	117	0
CDR20291_RS18215	NC_013316.1	4025603	4028500	-	2898	0
CDR20291_RS18220	NC_013316.1	4028722	4030224	-	1503	0
CDR20291_RS18225	NC_013316.1	4030509	4030703	-	195	0
CDR20291_RS18230	NC_013316.1	4031012	4032541	-	1530	0
CDR20291_RS18235	NC_013316.1	4032556	4033035	-	480	0
CDR20291_RS18240	NC_013316.1	4033144	4034112	-	969	0
CDR20291_RS18245	NC_013316.1	4034249	4035019	-	771	0
CDR20291_RS18250	NC_013316.1	4035038	4035628	-	591	0
CDR20291_RS18255	NC_013316.1	4035812	4036780	-	969	0
CDR20291_RS18260	NC_013316.1	4036773	4037750	-	978	0
CDR20291_RS18265	NC_013316.1	4038064	4040034	-	1971	0
CDR20291_RS18270	NC_013316.1	4040068	4041456	-	1389	0
CDR20291_RS18275	NC_013316.1	4041639	4042067	-	429	0
CDR20291_RS18280	NC_013316.1	4042084	4042890	-	807	0
CDR20291_RS18285	NC_013316.1	4043092	4043577	-	486	0
CDR20291_RS18290	NC_013316.1	4043628	4044287	-	660	0
CDR20291_RS18295	NC_013316.1	4044432	4045112	-	681	0
CDR20291_RS18300	NC_013316.1	4045096	4045986	-	891	0
CDR20291_RS18305	NC_013316.1	4046104	4047654	-	1551	0
CDR20291_RS18310	NC_013316.1	4047748	4048014	-	267	0
CDR20291_RS18315	NC_013316.1	4048162	4049022	-	861	0
CDR20291_RS18320	NC_013316.1	4049106	4050044	-	939	0
CDR20291_RS18325	NC_013316.1	4050154	4050315	-	162	0
CDR20291_RS18330	NC_013316.1	4050325	4050822	-	498	0
CDR20291_RS18335	NC_013316.1	4050937	4051647	-	711	0
CDR20291_RS18340	NC_013316.1	4051823	4052353	-	531	0
CDR20291_RS18345	NC_013316.1	4052370	4052600	-	231	0
CDR20291_RS18350	NC_013316.1	4052615	4054009	-	1395	0
CDR20291_RS18355	NC_013316.1	4054135	4055388	-	1254	0
CDR20291_RS18360	NC_013316.1	4055439	4056593	-	1155	0
CDR20291_RS18365	NC_013316.1	4057152	4057661	-	510	0
CDR20291_RS18370	NC_013316.1	4057924	4058151	+	228	0
CDR20291_RS18375	NC_013316.1	4058370	4059113	-	744	0
CDR20291_RS18380	NC_013316.1	4059281	4060153	+	873	0
CDR20291_RS18385	NC_013316.1	4060153	4060818	+	666	0
CDR20291_RS18390	NC_013316.1	4060839	4061696	+	858	0
CDR20291_RS18395	NC_013316.1	4061852	4064398	-	2547	0
CDR20291_RS18400	NC_013316.1	4064398	4065084	-	687	0
CDR20291_RS18405	NC_013316.1	4065167	4066156	-	990	0
CDR20291_RS18410	NC_013316.1	4066143	4066829	-	687	0
CDR20291_RS19350	NC_013316.1	4066826	4066948	-	123	0
CDR20291_RS18415	NC_013316.1	4067329	4070535	-	3207	0
CDR20291_RS18420	NC_013316.1	4070728	4071777	-	1050	0
CDR20291_RS18425	NC_013316.1	4072035	4075241	-	3207	0
CDR20291_RS18430	NC_013316.1	4075294	4076337	-	1044	0
CDR20291_RS18435	NC_013316.1	4076363	4077079	-	717	0
CDR20291_RS18440	NC_013316.1	4077455	4078090	-	636	0
CDR20291_RS18445	NC_013316.1	4078114	4079028	-	915	0
CDR20291_RS18450	NC_013316.1	4079628	4080857	+	1230	0
CDR20291_RS18455	NC_013316.1	4081062	4083443	-	2382	0
CDR20291_RS18460	NC_013316.1	4083415	4084140	-	726	0
CDR20291_RS18465	NC_013316.1	4084130	4084585	-	456	0
CDR20291_RS18470	NC_013316.1	4084867	4086048	-	1182	0
CDR20291_RS18475	NC_013316.1	4086038	4086730	-	693	0
CDR20291_RS18480	NC_013316.1	4086864	4087580	-	717	0
CDR20291_RS18485	NC_013316.1	4087706	4088440	+	735	0
CDR20291_RS18490	NC_013316.1	4088725	4089480	-	756	0
CDR20291_RS18495	NC_013316.1	4089602	4090540	-	939	0
CDR20291_RS18500	NC_013316.1	4090643	4091293	-	651	0
CDR20291_RS18505	NC_013316.1	4091443	4091631	-	189	0
CDR20291_RS18510	NC_013316.1	4091738	4092922	-	1185	0
CDR20291_RS18515	NC_013316.1	4093064	4093981	-	918	0
CDR20291_RS18520	NC_013316.1	4094003	4094731	-	729	0
CDR20291_RS18525	NC_013316.1	4094927	4095127	-	201	0
CDR20291_RS18530	NC_013316.1	4095252	4095632	-	381	0
CDR20291_RS18535	NC_013316.1	4095905	4097263	-	1359	0
CDR20291_RS18540	NC_013316.1	4097711	4098163	+	453	0
CDR20291_RS18545	NC_013316.1	4098320	4098937	-	618	0
CDR20291_RS18550	NC_013316.1	4099486	4102146	+	2661	0
CDR20291_RS18555	NC_013316.1	4102371	4102694	+	324	0
CDR20291_RS18560	NC_013316.1	4102709	4103092	+	384	0
CDR20291_RS18565	NC_013316.1	4103188	4103601	+	414	0
CDR20291_RS18570	NC_013316.1	4103708	4104166	+	459	0
CDR20291_RS18575	NC_013316.1	4104191	4104733	+	543	0
CDR20291_RS18580	NC_013316.1	4104790	4105296	+	507	0
CDR20291_RS18585	NC_013316.1	4105406	4106800	+	1395	0
CDR20291_RS18590	NC_013316.1	4107002	4108201	+	1200	0
CDR20291_RS18595	NC_013316.1	4108208	4108342	+	135	0
CDR20291_RS18600	NC_013316.1	4108343	4108564	+	222	0
CDR20291_RS18605	NC_013316.1	4108884	4109522	+	639	0
CDR20291_RS18615	NC_013316.1	4109808	4110305	+	498	0
CDR20291_RS18620	NC_013316.1	4110321	4110824	+	504	0
CDR20291_RS18625	NC_013316.1	4110937	4111326	+	390	0
CDR20291_RS18630	NC_013316.1	4111313	4113745	+	2433	0
CDR20291_RS18635	NC_013316.1	4113745	4115880	+	2136	0
CDR20291_RS18640	NC_013316.1	4115877	4116884	+	1008	0
CDR20291_RS18645	NC_013316.1	4116900	4117793	+	894	0
CDR20291_RS18650	NC_013316.1	4118006	4118863	+	858	0
CDR20291_RS18655	NC_013316.1	4118941	4119522	+	582	0
CDR20291_RS18660	NC_013316.1	4119626	4120471	+	846	0
CDR20291_RS18665	NC_013316.1	4120468	4121151	+	684	0
CDR20291_RS18670	NC_013316.1	4121148	4121846	+	699	0
CDR20291_RS18675	NC_013316.1	4121858	4122769	+	912	0
CDR20291_RS18680	NC_013316.1	4122822	4122962	+	141	0
CDR20291_RS18685	NC_013316.1	4123077	4123268	+	192	0
CDR20291_RS18690	NC_013316.1	4123292	4123522	+	231	0
CDR20291_RS18705	NC_013316.1	4124193	4125374	+	1182	0
CDR20291_RS18710	NC_013316.1	4125714	4126526	-	813	0
CDR20291_RS18715	NC_013316.1	4126602	4127819	-	1218	0
CDR20291_RS18720	NC_013316.1	4127985	4129103	-	1119	0
CDR20291_RS18730	NC_013316.1	4129841	4129996	-	156	1
CDR20291_RS18735	NC_013316.1	4130479	4131396	-	918	0
CDR20291_RS18740	NC_013316.1	4131658	4132035	+	378	0
CDR20291_RS18745	NC_013316.1	4132191	4132640	-	450	0
CDR20291_RS18750	NC_013316.1	4132818	4133222	-	405	0
CDR20291_RS18755	NC_013316.1	4133335	4134201	-	867	0
CDR20291_RS18760	NC_013316.1	4134771	4135115	-	345	0
CDR20291_RS18765	NC_013316.1	4135304	4135921	-	618	0
CDR20291_RS18770	NC_013316.1	4135926	4138097	-	2172	0
CDR20291_RS18775	NC_013316.1	4138512	4139144	-	633	0
CDR20291_RS18780	NC_013316.1	4139250	4140155	-	906	0
CDR20291_RS18785	NC_013316.1	4140160	4140759	-	600	0
CDR20291_RS18790	NC_013316.1	4140817	4142088	-	1272	0
CDR20291_RS18795	NC_013316.1	4142115	4142402	-	288	0
CDR20291_RS18800	NC_013316.1	4142417	4144504	-	2088	0
CDR20291_RS18805	NC_013316.1	4145071	4145925	-	855	0
CDR20291_RS18810	NC_013316.1	4145957	4146469	-	513	0
CDR20291_RS18815	NC_013316.1	4146462	4146686	-	225	0
CDR20291_RS18820	NC_013316.1	4146746	4147699	-	954	0
